"","Year","TFR_female","State","TFR_male","TFR_adj","HDI","HLI_male","HLI_female","LE_male","LE_female","lag_HDI","lag_HLI_female","lag_HLI_male","lag_LE_female","lag_LE_male","lag_HDI2","lag_HLI_female2","lag_HLI_male2","lag_LE_female2","lag_LE_male2","Division"
"209",1977,1.72158152003107,"Michigan",1.89996943929458,1.95501607031201,NA,60.5603767154412,69.2721094106117,69.16,76.77,NA,68.2344383291948,60.207084350118,76.18,68.77,NA,4655.93857410069,3624.89300594223,5803.3924,4729.3129,"Midwest"
"210",1978,1.70162716695189,"Michigan",1.87011886724143,1.93171208027736,NA,60.9812034117556,69.6865500920736,69.47,76.81,NA,69.2721094106117,60.5603767154412,76.77,69.16,NA,4798.62514219576,3667.55922791615,5893.6329,4783.1056,"Midwest"
"211",1979,1.74809586318999,"Michigan",1.90979696991543,2.00470386469888,NA,61.6589307535206,70.1495980010337,69.91,77.33,NA,69.6865500920736,60.9812034117556,76.81,69.47,NA,4856.21526373508,3718.70716954591,5899.7761,4826.0809,"Midwest"
"212",1980,1.75891787842583,"Michigan",1.9107145743332,2.0194790544192,NA,62.0851513545393,70.308550339339,70.08,77.25,NA,70.1495980010337,61.6589307535206,77.33,69.91,NA,4920.96609970664,3801.82374166744,5979.9289,4887.4081,"Midwest"
"213",1981,1.71960495661796,"Michigan",1.85868122162473,1.9444426634065,NA,62.2771631525453,70.3497677295473,70.22,77.27,NA,70.308550339339,62.0851513545393,77.25,70.08,NA,4943.29225081937,3854.56601871605,5967.5625,4911.2064,"Midwest"
"214",1982,1.71382415009824,"Michigan",1.84166178984968,1.88656821039568,NA,62.7229745681117,71.1074834104401,70.46,77.56,NA,70.3497677295473,62.2771631525453,77.27,70.22,NA,4949.08981960125,3878.44505032875,5970.6529,4930.8484,"Midwest"
"215",1983,1.66561275725042,"Michigan",1.7758895671729,1.80054855318681,NA,63.3995709284804,70.9130487212632,70.66,77.48,NA,71.1074834104401,62.7229745681117,77.56,70.46,NA,5056.27419696601,3934.17153867198,6015.5536,4964.6116,"Midwest"
"216",1984,1.71091099313393,"Michigan",1.81187430401538,1.83755031988327,NA,63.372395704421,70.9788543560461,70.87,77.62,NA,70.9130487212632,63.3995709284804,77.48,70.66,NA,5028.66047894425,4019.50559391541,6003.1504,4992.8356,"Midwest"
"217",1985,1.74068491752044,"Michigan",1.83040345055836,1.85578802734998,NA,62.8566093688064,71.4072677846387,70.54,77.69,NA,70.9788543560461,63.372395704421,77.62,70.87,NA,5037.99776569681,4016.06053731771,6024.8644,5022.5569,"Midwest"
"218",1986,1.74238813829167,"Michigan",1.82126546964011,1.8391154284449,NA,63.1538445611808,71.4248088393208,70.7,77.57,NA,71.4072677846387,62.8566093688064,77.69,70.54,NA,5098.99789246709,3950.95334134272,6035.7361,4975.8916,"Midwest"
"219",1987,1.79493499432829,"Michigan",1.86377466641765,1.84338689286723,NA,63.7958486374358,71.3785238816902,71.04,77.67,NA,71.4248088393208,63.1538445611808,77.57,70.7,NA,5101.50331773352,3988.40808285778,6017.1049,4998.49,"Midwest"
"220",1988,1.80935268536178,"Michigan",1.86680625499191,1.7918386760301,NA,64.2124820446829,71.4136233662695,71.25,77.83,NA,71.3785238816902,63.7958486374358,77.67,71.04,NA,5094.89367152902,4069.91030337062,6032.6289,5046.6816,"Midwest"
"221",1989,1.95339149336149,"Michigan",1.99887139572525,1.89527637725084,NA,64.2732321177185,71.4136118318825,71.53,78.02,NA,71.4136233662695,64.2124820446829,77.83,71.25,NA,5099.90560229939,4123.24285033872,6057.5089,5076.5625,"Midwest"
"222",1990,2.04753480711822,"Michigan",2.07945657899381,2.04440652230692,0.87,64.419274147124,72.1054146618438,71.8,78.35,NA,71.4136118318825,64.2732321177185,78.02,71.53,NA,5099.90395487479,4131.04836685812,6087.1204,5116.5409,"Midwest"
"223",1991,2.02523073316835,"Michigan",2.03936273729138,2.16423313480024,0.871,64.5292461216488,72.2397255475472,71.9,78.33,0.87,72.1054146618438,64.419274147124,78.35,71.8,0.7569,5199.19082355644,4149.84288164231,6138.7225,5155.24,"Midwest"
"224",1992,1.96721773690609,"Michigan",1.96716753755351,2.2225070492999,0.875,65.0798525739013,72.8152736527002,72.29,78.75,0.871,72.2397255475472,64.5292461216488,78.33,71.9,0.758641,5218.57794718495,4164.02360502833,6135.5889,5169.61,"Midwest"
"225",1993,1.93300213279345,"Michigan",1.92241602440515,2.26453681365297,0.879,65.1807761032828,72.7335765303995,72.16,78.42,0.875,72.8152736527002,65.0798525739013,78.75,72.29,0.765625,5302.06407711761,4235.38721104073,6201.5625,5225.8441,"Midwest"
"226",1994,1.92858090977223,"Michigan",1.9108214557218,2.25743162752826,0.883,65.9612805316492,72.8728425333227,72.38,78.57,0.879,72.7335765303995,65.1807761032828,78.42,72.16,0.772641,5290.17315490348,4248.53357342628,6149.6964,5207.0656,"Midwest"
"227",1995,1.89569171002123,"Michigan",1.87225811145579,2.18550243501662,0.884,66.5090763692586,73.1266892020923,72.71,78.59,0.883,72.8728425333227,65.9612805316492,78.57,72.38,0.779689,5310.45117888644,4350.89052937493,6173.2449,5238.8644,"Midwest"
"228",1996,1.89404177552383,"Michigan",1.86569826551678,2.13109412022912,0.886,67.0311390858695,73.4018090966029,73.11,78.79,0.884,73.1266892020923,66.5090763692586,78.59,72.71,0.781456,5347.5126736594,4423.45723949188,6176.3881,5286.7441,"Midwest"
"229",1997,1.9197525705106,"Michigan",1.88695001916295,2.11807704512571,0.888,67.2894797332921,73.5652033100326,73.41,78.93,0.886,73.4018090966029,67.0311390858695,78.79,73.11,0.784996,5387.82557865413,4493.17360714919,6207.8641,5345.0721,"Midwest"
"230",1998,1.93992843596225,"Michigan",1.90237372067921,2.14134765960894,0.891,67.3179432043842,73.5572554768815,73.45,78.89,0.888,73.5652033100326,67.2894797332921,78.93,73.41,0.788544,5411.83913804643,4527.87408277713,6229.9449,5389.0281,"Midwest"
"231",1999,1.95618200225245,"Michigan",1.91556113707631,2.18401182313199,0.887,67.1951856805726,73.6658098907344,73.45,78.72,0.891,73.5572554768815,67.3179432043842,78.89,73.45,0.793881,5410.66983329122,4531.70547726869,6223.6321,5394.9025,"Midwest"
"232",2000,2.01035221331942,"Michigan",1.96901687048826,2.2889824032064,0.889,67.3919348748813,73.7160837620915,73.75,78.83,0.887,73.6658098907344,67.1951856805726,78.72,73.45,0.786769,5426.65154685782,4515.19297864664,6196.8384,5394.9025,"Midwest"
"233",2001,1.98719348425688,"Michigan",1.94826249332837,2.27804036362555,0.889,67.8504473038454,74.1693324892446,74,79.16,0.889,73.7160837620915,67.3919348748813,78.83,73.75,0.790321,5434.0610052197,4541.67288618024,6214.1689,5439.0625,"Midwest"
"234",2002,1.95393673934608,"Michigan",1.91935199580569,2.20813287715687,0.89,68.0820206077967,73.8403932210503,74.06,79.07,0.889,74.1693324892446,67.8504473038454,79.16,74,0.790321,5501.08988190011,4603.6831993319,6266.3056,5476,"Midwest"
"235",2003,1.98819594044159,"Michigan",1.95659458872783,2.14789197532791,0.892,68.0063610281916,74.1356362261771,74.39,79.36,0.89,73.8403932210503,68.0820206077967,79.07,74.06,0.7921,5452.40367103933,4635.16153004045,6252.0649,5484.8836,"Midwest"
"236",2004,1.98552833375069,"Michigan",1.96173417445086,2.14537462464044,0.894,68.9977579447603,74.6867221629057,74.88,79.68,0.892,74.1356362261771,68.0063610281916,79.36,74.39,0.795664,5496.09255866006,4624.86514029674,6298.0096,5533.8721,"Midwest"
"237",2005,1.9085,"Michigan",NA,NA,0.895,68.8784464603428,74.2103072608637,74.84,79.53,0.894,74.6867221629057,68.9977579447603,79.68,74.88,0.799236,5578.10646743906,4760.69060140373,6348.9024,5607.0144,"Midwest"
"238",2006,1.9315,"Michigan",NA,NA,0.898,69.2385478596327,74.9154663024779,75.07,79.9,0.895,74.2103072608637,68.8784464603428,79.53,74.84,0.801025,5507.16970375179,4744.24038679031,6325.0209,5601.0256,"Midwest"
"239",2007,1.912,"Michigan",NA,NA,0.899,68.972601690187,74.9236509236629,75.12,80.04,0.898,74.9154663024779,69.2385478596327,79.9,75.07,0.806404,5612.3270913177,4793.97650971065,6384.01,5635.5049,"Midwest"
"240",2008,1.8745,"Michigan",NA,NA,0.897,69.4910948981603,75.0442672411006,75.27,80,0.899,74.9236509236629,68.972601690187,80.04,75.12,0.808201,5613.55346773089,4757.21978391319,6406.4016,5643.0144,"Midwest"
"241",2009,1.8515,"Michigan",NA,NA,0.896,69.573256256351,75.4312688224725,75.54,80.38,0.897,75.0442672411006,69.4910948981603,80,75.27,0.804609,5631.64204575372,4829.01227014512,6400,5665.5729,"Midwest"
"242",2010,1.8525,"Michigan",NA,NA,0.902,70.0436119048147,75.4056856179493,75.66,80.32,0.896,75.4312688224725,69.573256256351,80.38,75.54,0.802816,5689.87631616811,4840.43798611189,6460.9444,5706.2916,"Midwest"
"243",2011,1.8435,"Michigan",NA,NA,0.904,70.2923779231518,75.6287305328787,75.69,80.43,0.902,75.4056856179493,70.0436119048147,80.32,75.66,0.813604,5686.01742351301,4906.10756867229,6451.3024,5724.4356,"Midwest"
"244",2012,1.824,"Michigan",NA,NA,0.907,70.1480192195529,75.7309491919049,75.82,80.56,0.904,75.6287305328787,70.2923779231518,80.43,75.69,0.817216,5719.70488201477,4941.0183940912,6468.9849,5728.9761,"Midwest"
"245",2013,1.8265,"Michigan",NA,NA,0.909,69.8753191203856,75.8861076006569,75.69,80.52,0.907,75.7309491919049,70.1480192195529,80.56,75.82,0.822649,5735.17666550688,4920.74460042676,6489.9136,5748.6724,"Midwest"
"246",2014,1.832,"Michigan",NA,NA,0.91,70.1026622943922,75.9830241171809,75.72,80.47,0.909,75.8861076006569,69.8753191203856,80.52,75.69,0.826281,5758.70132677848,4882.56022217573,6483.4704,5728.9761,"Midwest"
"247",2015,1.8085,"Michigan",NA,NA,0.912,70.0287206485291,75.7845971376578,75.68,80.4,0.91,75.9830241171809,70.1026622943922,80.47,75.72,0.8281,5773.41995399209,4914.38326076159,6475.4209,5733.5184,"Midwest"
"248",2016,1.799,"Michigan",NA,NA,0.914,69.7649824255043,75.7156101149726,75.51,80.4,0.912,75.7845971376578,70.0287206485291,80.4,75.68,0.831744,5743.30516331709,4904.02171566972,6464.16,5727.4624,"Midwest"
"249",2017,1.7615,"Michigan",NA,NA,0.916,69.7304926783334,75.6860395512523,75.52,80.46,0.914,75.7156101149726,69.7649824255043,80.4,75.51,0.835396,5732.85361508254,4867.15277283093,6464.16,5701.7601,"Midwest"
"250",2018,1.725,"Michigan",NA,NA,0.919,69.8890183606174,75.9007211838585,75.56,80.44,0.916,75.6860395512523,69.7304926783334,80.46,75.52,0.839056,5728.37658295373,4862.34160916311,6473.8116,5703.2704,"Midwest"
"251",1969,2.47645623862372,"Minnesota",2.83185998957155,2.68770868507405,NA,59.502695691719,68.7060848929214,69.24,76.72,NA,67.5290872625715,59.1476683143641,76.25,69.08,NA,4560.177626516,3498.44666702603,5814.0625,4772.0464,"Midwest"
"252",1970,2.47391936853615,"Minnesota",2.80087428527788,2.68047408024989,NA,59.5305981429624,68.5375311210426,69.48,76.83,NA,68.7060848929214,59.502695691719,76.72,69.24,NA,4720.52610131333,3540.57079458132,5885.9584,4794.1776,"Midwest"
"253",1971,2.18857967956361,"Minnesota",2.45320529172254,2.49210549675542,NA,60.0949244712154,69.2797973274137,69.66,77.14,NA,68.5375311210426,59.5305981429624,76.83,69.48,NA,4697.39317216788,3543.89211525888,5902.8489,4827.4704,"Midwest"
"254",1972,1.91603365232706,"Minnesota",2.12962860415475,2.22047869405626,NA,59.8666869599124,69.2076216686281,69.54,77.15,NA,69.2797973274137,60.0949244712154,77.14,69.66,NA,4799.69031772752,3611.39994720109,5950.5796,4852.5156,"Midwest"
"255",1973,1.7684883240824,"Minnesota",1.95387826000384,2.00870048862891,NA,61.4999885998666,69.9802180346829,70.17,77.65,NA,69.2076216686281,59.8666869599124,77.15,69.54,NA,4789.69489702796,3584.02020755614,5952.1225,4835.8116,"Midwest"
"256",1974,1.77504147667055,"Minnesota",1.94451818286787,1.97021092082723,NA,62.2468484558975,70.3409589886901,70.84,77.85,NA,69.9802180346829,61.4999885998666,77.65,70.17,NA,4897.23091618176,3782.24859778372,6029.5225,4923.8289,"Midwest"
"257",1975,1.73705770862518,"Minnesota",1.89229018002415,1.9223254264983,NA,62.6433091802675,71.6420301427639,71.03,78.61,NA,70.3409589886901,62.2468484558975,77.85,70.84,NA,4947.85051144858,3874.67014269147,6060.6225,5018.3056,"Midwest"
"258",1976,1.69775980701613,"Minnesota",1.84301034752805,1.87734876024353,NA,62.8650147466567,71.9263078208458,71.27,78.97,NA,71.6420301427639,62.6433091802675,78.61,71.03,NA,5132.58048297668,3924.18418505459,6179.5321,5045.2609,"Midwest"
"259",1977,1.76079719928661,"Minnesota",1.9003150668314,1.95418897737901,NA,64.2475245858701,73.0045915973836,71.78,79.4,NA,71.9263078208458,62.8650147466567,78.97,71.27,NA,5173.39375673906,3952.01007909737,6236.2609,5079.4129,"Midwest"
"260",1978,1.77226373830385,"Minnesota",1.90462143517982,1.9219240815767,NA,63.9165075405084,72.5420767185838,71.69,79.23,NA,73.0045915973836,64.2475245858701,79.4,71.78,NA,5329.67039430078,4127.74441541199,6304.36,5152.3684,"Midwest"
"261",1979,1.82122134640503,"Minnesota",1.94818123192529,1.96692152595615,NA,65.1083353953007,73.3320306290827,72.53,79.76,NA,72.5420767185838,63.9165075405084,79.23,71.69,NA,5262.3528946449,4085.31993617587,6277.3929,5139.4561,"Midwest"
"262",1980,1.85308728537072,"Minnesota",1.9696899887397,2.00336548289096,NA,65.4748077437496,73.7594395479429,72.46,79.73,NA,73.3320306290827,65.1083353953007,79.76,72.53,NA,5377.58671618473,4239.09533794696,6361.6576,5260.6009,"Midwest"
"263",1981,1.86275863244859,"Minnesota",1.96699808490816,2.06273765527857,NA,65.3874053795354,74.5626719420682,72.69,80.32,NA,73.7594395479429,65.4748077437496,79.73,72.46,NA,5440.45492242665,4286.95044908097,6356.8729,5250.4516,"Midwest"
"264",1982,1.85421680448131,"Minnesota",1.94394683306659,2.07995306307114,NA,66.6388558682447,74.7500415474967,73.24,80.41,NA,74.5626719420682,65.3874053795354,80.32,72.69,NA,5559.59204714048,4275.5127822677,6451.3024,5283.8361,"Midwest"
"265",1983,1.77454415232839,"Minnesota",1.84446521463642,1.96972484681956,NA,66.9612528622427,74.3487197199623,73.32,80.22,NA,74.7500415474967,66.6388558682447,80.41,73.24,NA,5587.56871135249,4440.73711142869,6465.7681,5364.0976,"Midwest"
"266",1984,1.80509917584438,"Minnesota",1.85977165325539,1.99717021743319,NA,67.1928396552171,74.8641764890739,73.53,80.29,NA,74.3487197199623,66.9612528622427,80.22,73.32,NA,5527.73212399752,4483.8093848812,6435.2484,5375.8224,"Midwest"
"267",1985,1.82701098718155,"Minnesota",1.86736762699251,2.02198318307512,NA,67.0833062671433,74.7948668916408,73.58,80.11,NA,74.8641764890739,67.1928396552171,80.29,73.53,NA,5604.64492138721,4514.87770093172,6446.4841,5406.6609,"Midwest"
"268",1986,1.7910972020896,"Minnesota",1.81568113929033,1.97704417989187,NA,66.7956677688219,74.9784540145954,73.48,80.24,NA,74.7948668916408,67.0833062671433,80.11,73.58,NA,5594.27211333826,4500.16997973135,6417.6121,5414.0164,"Midwest"
"269",1987,1.7783900044066,"Minnesota",1.78886763931304,1.92072115806938,NA,67.9933789965111,75.0975104217488,74.14,80.39,NA,74.9784540145954,66.7956677688219,80.24,73.48,NA,5621.76856641879,4461.66123268283,6438.4576,5399.3104,"Midwest"
"270",1988,1.82747052756755,"Minnesota",1.82357609809101,1.92260224751417,NA,67.7477409877411,75.7888177379274,73.97,80.47,NA,75.0975104217488,67.9933789965111,80.39,74.14,NA,5639.63607154467,4623.09958736319,6462.5521,5496.7396,"Midwest"
"271",1989,1.86802139542389,"Minnesota",1.85125555546348,1.92986024535937,NA,69.2679814398664,75.9124939792492,74.64,80.91,NA,75.7888177379274,67.7477409877411,80.47,73.97,NA,5743.94489411277,4589.75640894205,6475.4209,5471.5609,"Midwest"
"272",1990,1.90337980008809,"Minnesota",1.86909475416703,1.98087042656363,0.897,68.8831615876555,76.2542468013312,74.61,80.93,NA,75.9124939792492,69.2679814398664,80.91,74.64,NA,5762.70674214955,4798.05325275368,6546.4281,5571.1296,"Midwest"
"273",1991,1.90017707435676,"Minnesota",1.84951326444486,2.02484823649351,0.898,68.4872142236504,76.5037380879182,74.56,81.06,0.897,76.2542468013312,68.8831615876555,80.93,74.61,0.804609,5814.71015523833,4744.88995031105,6549.6649,5566.6521,"Midwest"
"274",1992,1.87502484113556,"Minnesota",1.8113592360197,2.08287989724908,0.902,69.2818171443277,76.5457132263358,74.99,81.16,0.898,76.5037380879182,68.4872142236504,81.06,74.56,0.806404,5852.82194142478,4690.49851211619,6570.7236,5559.1936,"Midwest"
"275",1993,1.85950284132125,"Minnesota",1.78761344109579,2.13390300334356,0.905,69.1148963134202,76.064812321588,74.93,80.94,0.902,76.5457132263358,69.2818171443277,81.16,74.99,0.813604,5859.24621332844,4799.97018682006,6586.9456,5623.5001,"Midwest"
"276",1994,1.8621184534723,"Minnesota",1.78519553990155,2.13356766764121,0.908,69.510855181359,76.0828944292792,75.05,80.98,0.905,76.064812321588,69.1148963134202,80.94,74.93,0.819025,5785.85567351841,4776.86889241482,6551.2836,5614.5049,"Midwest"
"277",1995,1.84262740241916,"Minnesota",1.76143593134491,2.06503078953372,0.909,69.4400925498662,76.3661195291328,75,80.89,0.908,76.0828944292792,69.510855181359,80.98,75.05,0.824464,5788.60682473685,4831.75898804387,6557.7604,5632.5025,"Midwest"
"278",1996,1.86445246348779,"Minnesota",1.78226421251127,2.05784203737337,0.912,70.1632317002498,77.1931281606778,75.43,81.19,0.909,76.3661195291328,69.4400925498662,80.89,75,0.826281,5831.78421193779,4821.92645333399,6543.1921,5625,"Midwest"
"279",1997,1.90036997008265,"Minnesota",1.81699349066456,2.09730885164563,0.913,71.0064178141208,77.1028734393977,75.97,81.39,0.912,77.1931281606778,70.1632317002498,81.19,75.43,0.831744,5958.77903523083,4922.87908262294,6591.8161,5689.6849,"Midwest"
"280",1998,1.92499213343124,"Minnesota",1.84070696095184,2.13490748216404,0.918,71.0240760354766,77.2456869867818,76.17,81.39,0.913,77.1028734393977,71.0064178141208,81.39,75.97,0.833569,5944.85309261177,5041.9113707935,6624.3321,5771.4409,"Midwest"
"281",1999,1.94526782683857,"Minnesota",1.86072096861081,2.16120600495362,0.913,70.8795371790325,76.8701042708822,76.05,81.19,0.918,77.2456869867818,71.0240760354766,81.39,76.17,0.842724,5966.89615805987,5044.41937669316,6624.3321,5801.8689,"Midwest"
"282",2000,1.99055845172701,"Minnesota",1.90465806933864,2.1979225517654,0.916,71.4215869743158,77.522553791478,76.48,81.42,0.913,76.8701042708822,70.8795371790325,81.19,76.05,0.833569,5909.0129306163,5023.90879071385,6591.8161,5783.6025,"Midwest"
"283",2001,1.99465937179356,"Minnesota",1.91197998841161,2.22511390783613,0.917,71.7479201222565,78.0082412277284,76.61,81.71,0.916,77.522553791478,71.4215869743158,81.42,76.48,0.839056,6009.74634635261,5101.04308592975,6629.2164,5849.1904,"Midwest"
"284",2002,2.01438621197499,"Minnesota",1.93123974888209,2.2351877756211,0.919,71.769283301871,77.6385036480329,76.68,81.59,0.917,78.0082412277284,71.7479201222565,81.71,76.61,0.840889,6085.28569944347,5147.7640418697,6676.5241,5869.0921,"Midwest"
"285",2003,2.07727234278939,"Minnesota",1.99764240287563,2.2322041374314,0.921,72.4821778262612,78.5331867027589,77.14,82.04,0.919,77.6385036480329,71.769283301871,81.59,76.68,0.844561,6027.73724870561,5150.83002566421,6656.9281,5879.8224,"Midwest"
"286",2004,2.09162447607888,"Minnesota",2.01758659401863,2.24602214993418,0.925,73.0362125367666,78.7197697688045,77.6,82.28,0.921,78.5331867027589,72.4821778262612,82.04,77.14,0.848241,6167.46141369039,5253.66610243776,6730.5616,5950.5796,"Midwest"
"287",2005,2.024,"Minnesota",NA,NA,0.927,73.3226092662823,78.3787686358653,77.74,82.33,0.925,78.7197697688045,73.0362125367666,82.28,77.6,0.855625,6196.80215245358,5334.28834171574,6769.9984,6021.76,"Midwest"
"288",2006,2.1375,"Minnesota",NA,NA,0.929,73.3510820035781,78.4346682470791,78,82.52,0.927,78.3787686358653,73.3226092662823,82.33,77.74,0.859329,6143.23137287451,5376.20502961591,6778.2289,6043.5076,"Midwest"
"289",2007,2.151,"Minnesota",NA,NA,0.931,73.0126421524662,79.1637905294361,78.16,82.89,0.929,78.4346682470791,73.3510820035781,82.52,78,0.863041,6151.99718302935,5380.38123109564,6809.5504,6084,"Midwest"
"290",2008,2.108,"Minnesota",NA,NA,0.932,72.8665277091024,78.5378329384712,78.2,82.5,0.931,79.1637905294361,73.0126421524662,82.89,78.16,0.866761,6266.90573098843,5330.84591408408,6870.7521,6108.9856,"Midwest"
"291",2009,2.0445,"Minnesota",NA,NA,0.932,73.8857759065162,79.6944331974246,78.46,83.12,0.932,78.5378329384712,72.8665277091024,82.5,78.2,0.868624,6168.19120267121,5309.53086038139,6806.25,6115.24,"Midwest"
"292",2010,1.9615,"Minnesota",NA,NA,0.936,74.2828217376958,79.357515127321,78.57,82.99,0.932,79.6944331974246,73.8857759065162,83.12,78.46,0.868624,6351.20268265877,5459.10788130793,6908.9344,6155.9716,"Midwest"
"293",2011,1.947,"Minnesota",NA,NA,0.939,74.2257575625911,79.3699432432806,78.61,83.01,0.936,79.357515127321,74.2828217376958,82.99,78.57,0.876096,6297.61520718297,5517.93760531429,6887.3401,6173.2449,"Midwest"
"294",2012,1.9425,"Minnesota",NA,NA,0.942,74.323656393054,79.2257245781114,78.82,83.1,0.939,79.3699432432806,74.2257575625911,83.01,78.61,0.881721,6299.58789044158,5509.46308574055,6890.6601,6179.5321,"Midwest"
"295",2013,1.939,"Minnesota",NA,NA,0.944,74.0659885482551,79.3489376710985,78.69,83.08,0.942,79.2257245781114,74.323656393054,83.1,78.82,0.887364,6276.71543492676,5524.00589963276,6905.61,6212.5924,"Midwest"
"296",2014,1.943,"Minnesota",NA,NA,0.946,74.438261232788,79.1431955045111,78.95,83.02,0.944,79.3489376710985,74.0659885482551,83.08,78.69,0.891136,6296.25390953188,5485.77065963025,6902.2864,6192.1161,"Midwest"
"297",2015,1.934,"Minnesota",NA,NA,0.947,73.8104791424366,79.2717934697596,78.7,82.94,0.946,79.1431955045111,74.438261232788,83.02,78.95,0.894916,6263.64539466527,5541.05473536079,6892.3204,6233.1025,"Midwest"
"298",2016,1.927,"Minnesota",NA,NA,0.948,73.6716940825762,79.4809101539074,78.6,83.16,0.947,79.2717934697596,73.8104791424366,82.94,78.7,0.896809,6284.01723991221,5447.98683123606,6879.0436,6193.69,"Midwest"
"299",2017,1.8725,"Minnesota",NA,NA,0.951,74.1503330786051,79.1400540252147,78.59,82.96,0.948,79.4809101539074,73.6716940825762,83.16,78.6,0.898704,6317.21507889351,5427.51850899669,6915.5856,6177.96,"Midwest"
"300",2018,1.829,"Minnesota",NA,NA,0.953,73.9520800022491,79.3290373013072,78.71,83.03,0.951,79.1400540252147,74.1503330786051,82.96,78.59,0.904401,6263.1481511139,5498.27189566808,6882.3616,6176.3881,"Midwest"
"301",1969,2.37445006628573,"Missouri",2.71327544212841,2.48268270648486,NA,55.2548080290452,64.4575199940286,66.31,74.29,NA,64.8745598526656,55.4870662625428,74.27,66.49,NA,4208.70851607709,3078.81452242381,5516.0329,4420.9201,"Midwest"
"302",1970,2.36241738344419,"Missouri",2.69091083074942,2.46716965906735,NA,56.4401661146211,65.3190223836105,66.78,74.66,NA,64.4575199940286,55.2548080290452,74.29,66.31,NA,4154.7718837806,3053.09381032664,5519.0041,4397.0161,"Midwest"
"303",1971,2.23358160220939,"Missouri",2.52488507781042,2.39439591364144,NA,57.128096533652,65.6215278471506,67.47,74.91,NA,65.3190223836105,56.4401661146211,74.66,66.78,NA,4266.57468515061,3185.49235104602,5574.1156,4459.5684,"Midwest"
"304",1972,2.01509926381438,"Missouri",2.26989668666375,2.20898597911107,NA,57.7104305902551,66.7703777887686,67.34,75.2,NA,65.6215278471506,57.128096533652,74.91,67.47,NA,4306.18491699437,3263.61941355826,5611.5081,4552.2009,"Midwest"
"305",1973,1.86059339675252,"Missouri",2.08856516173975,2.07239540802026,NA,57.4571168398082,67.0403870803485,67.34,75.42,NA,66.7703777887686,57.7104305902551,75.2,67.34,NA,4458.28335005488,3330.49379891265,5655.04,4534.6756,"Midwest"
"306",1974,1.83954566455595,"Missouri",2.05497002917054,2.08502345954646,NA,58.4476186196162,67.6262179419072,67.98,75.94,NA,67.0403870803485,57.4571168398082,75.42,67.34,NA,4494.41349988295,3301.32027554337,5688.1764,4534.6756,"Midwest"
"307",1975,1.77129353070329,"Missouri",1.96798345720612,2.02605975347477,NA,59.2659582881957,68.1020320629041,68.51,76.42,NA,67.6262179419072,58.4476186196162,75.94,67.98,NA,4573.30535312634,3416.12412230411,5766.8836,4621.2804,"Midwest"
"308",1976,1.74668016049839,"Missouri",1.93525153970165,1.97657309429675,NA,59.6662484932114,68.7750257279927,68.67,76.77,NA,68.1020320629041,59.2659582881957,76.42,68.51,NA,4637.88677109681,3512.45381181815,5840.0164,4693.6201,"Midwest"
"309",1977,1.82164708403277,"Missouri",2.01109305662487,1.99275123823663,NA,60.3073443040336,69.1753050216947,69.05,76.97,NA,68.7750257279927,59.6662484932114,76.77,68.67,NA,4730.00416388606,3560.06120925365,5893.6329,4715.5689,"Midwest"
"310",1978,1.78360033720063,"Missouri",1.9608484029473,1.89936173161984,NA,60.307495473019,69.0545628607175,69.08,77.06,NA,69.1753050216947,60.3073443040336,76.97,69.05,NA,4785.2228248445,3636.97577700525,5924.3809,4767.9025,"Midwest"
"311",1979,1.84169208612427,"Missouri",2.01342606474989,1.96444623887341,NA,61.3624060029172,70.0475981692149,69.77,77.66,NA,69.0545628607175,60.307495473019,77.06,69.08,NA,4768.53265188479,3636.9940102282,5938.2436,4772.0464,"Midwest"
"312",1980,1.88316626929776,"Missouri",2.04379540718164,2.0369829427366,NA,61.5980739239728,70.2908984066463,69.79,77.4,NA,70.0475981692149,61.3624060029172,77.66,69.77,NA,4906.6660092758,3765.34487046684,6031.0756,4867.8529,"Midwest"
"313",1981,1.83269509770162,"Missouri",1.97545016645538,1.98861871079115,NA,61.9819833220008,71.3159481804177,70.12,77.96,NA,70.2908984066463,61.5980739239728,77.4,69.79,NA,4940.81039881348,3794.32271114322,5990.76,4870.6441,"Midwest"
"314",1982,1.82928760567778,"Missouri",1.95788912935054,1.96621041475547,NA,63.3040727874489,71.1974475064197,70.76,78.07,NA,71.3159481804177,61.9819833220008,77.96,70.12,NA,5085.96446487203,3841.76625652879,6077.7616,4916.8144,"Midwest"
"315",1983,1.80016503985006,"Missouri",1.91106685325931,1.91196774303581,NA,63.5271817263537,72.0767224134729,70.8,78.09,NA,71.1974475064197,63.3040727874489,78.07,70.76,NA,5069.07653142939,4007.40563147863,6094.9249,5006.9776,"Midwest"
"316",1984,1.78340522140083,"Missouri",1.87662417679085,1.88354049073587,NA,63.9074523231985,72.2934061168457,70.99,78.36,NA,72.0767224134729,63.5271817263537,78.09,70.8,NA,5195.05391386882,4035.70281809317,6098.0481,5012.64,"Midwest"
"317",1985,1.84466980624413,"Missouri",1.9230491660394,1.94112917202755,NA,63.942108535903,72.3182920762553,71.02,78.26,NA,72.2934061168457,63.9074523231985,78.36,70.99,NA,5226.33656797519,4084.16246244189,6140.2896,5039.5801,"Midwest"
