"","Year","TFR_female","State","TFR_male","TFR_adj","HDI","HLI_male","HLI_female","LE_male","LE_female","lag_HDI","lag_HLI_female","lag_HLI_male","lag_LE_female","lag_LE_male","lag_HDI2","lag_HLI_female2","lag_HLI_male2","lag_LE_female2","lag_LE_male2","Division"
"536",2004,2.31999034965612,"South Dakota",2.24560124242653,2.4645720044649,0.9,69.2736807162013,75.0496468575807,75.67,81.08,0.896,76.2135127460041,68.206147286634,80.76,74.78,0.802816,5808.49952508532,4652.07852768601,6522.1776,5592.0484,"Midwest"
"537",2005,2.2585,"South Dakota",NA,NA,0.901,69.2194533048964,76.1394984625133,75.36,81.19,0.9,75.0496468575807,69.2736807162013,81.08,75.67,0.81,5632.44949344758,4798.8428399702,6573.9664,5725.9489,"Midwest"
"538",2006,2.395,"South Dakota",NA,NA,0.905,69.4808773064737,77.0902090076316,75.78,81.5,0.901,76.1394984625133,69.2194533048964,81.19,75.36,0.811801,5797.22322612307,4791.33271582873,6591.8161,5679.1296,"Midwest"
"539",2007,2.407,"South Dakota",NA,NA,0.909,70.9887548615777,76.8759207298489,76.71,81.72,0.905,77.0902090076316,69.4808773064737,81.5,75.78,0.819025,5942.90032484033,4827.59231127726,6642.25,5742.6084,"Midwest"
"540",2008,2.3505,"South Dakota",NA,NA,0.912,69.5840637298337,76.5054014434131,76.28,81.6,0.909,76.8759207298489,70.9887548615777,81.72,76.71,0.826281,5909.90718806202,5039.40331679718,6678.1584,5884.4241,"Midwest"
"541",2009,2.2895,"South Dakota",NA,NA,0.916,70.3438793500845,77.2362829809976,76.38,82.06,0.912,76.5054014434131,69.5840637298337,81.6,76.28,0.831744,5853.07645001779,4841.94192515756,6658.56,5818.6384,"Midwest"
"542",2010,2.2705,"South Dakota",NA,NA,0.919,70.8938193008824,76.7923242821999,76.66,81.82,0.916,77.2362829809976,70.3438793500845,82.06,76.38,0.839056,5965.44340872074,4948.26136201925,6733.8436,5833.9044,"Midwest"
"543",2011,2.253,"South Dakota",NA,NA,0.923,71.274583821995,77.0951713597936,76.84,81.64,0.919,76.7923242821999,70.8938193008824,81.82,76.66,0.844561,5897.06106866255,5025.93361506616,6694.5124,5876.7556,"Midwest"
"544",2012,2.269,"South Dakota",NA,NA,0.924,69.9274158563263,75.7829867323539,76.62,81.5,0.923,77.0951713597936,71.274583821995,81.64,76.84,0.851929,5943.66544699594,5080.06629899859,6665.0896,5904.3856,"Midwest"
"545",2013,2.2725,"South Dakota",NA,NA,0.925,71.0802944833347,77.6263396216499,77.09,82.17,0.924,75.7829867323539,69.9274158563263,81.5,76.62,0.853776,5743.06107807613,4889.8434883436,6642.25,5870.6244,"Midwest"
"546",2014,2.268,"South Dakota",NA,NA,0.925,71.4902642743542,76.9187727537609,76.73,81.67,0.925,77.6263396216499,71.0802944833347,82.17,77.09,0.855625,6025.84860305573,5052.40826383758,6751.9089,5942.8681,"Midwest"
"547",2015,2.2725,"South Dakota",NA,NA,0.926,69.7881389286906,76.8064200051876,76.34,81.52,0.925,76.9187727537609,71.4902642743542,81.67,76.73,0.855625,5916.49760194471,5110.85788601701,6669.9889,5887.4929,"Midwest"
"548",2016,2.2605,"South Dakota",NA,NA,0.928,70.6317224994163,77.8925215205412,76.21,81.75,0.926,76.8064200051876,69.7881389286906,81.52,76.34,0.857476,5899.22615401328,4870.38433513022,6645.5104,5827.7956,"Midwest"
"549",2017,2.2275,"South Dakota",NA,NA,0.93,69.3693344348477,76.5010720016486,76.15,81.34,0.928,77.8925215205412,70.6317224994163,81.75,76.21,0.861184,6067.24490882797,4988.84022323454,6683.0625,5807.9641,"Midwest"
"550",2018,2.1545,"South Dakota",NA,NA,0.933,70.9340244238555,77.3341389587119,76.6,81.7,0.93,76.5010720016486,69.3693344348477,81.34,76.15,0.8649,5852.41401740142,4812.10455993375,6616.1956,5798.8225,"Midwest"
"551",1969,2.46604343073036,"Wisconsin",2.78703218720766,2.67691059051875,NA,59.4397363206034,67.4582944686563,68.89,75.71,NA,66.373800175874,58.4897872864184,75.35,68.62,NA,4405.48134978685,3421.05521681048,5677.6225,4708.7044,"Midwest"
"552",1970,2.48683023679979,"Wisconsin",2.79537979503132,2.6939050743295,NA,59.4799079515419,67.9023797292397,69.04,76.17,NA,67.4582944686563,59.4397363206034,75.71,68.89,NA,4550.62149261994,3533.08225386285,5732.0041,4745.8321,"Midwest"
"553",1971,2.23219840291137,"Wisconsin",2.48477736972263,2.54983814401294,NA,60.9579160048012,68.5697915035097,69.64,76.44,NA,67.9023797292397,59.4799079515419,76.17,69.04,NA,4610.73317289386,3537.85944992389,5801.8689,4766.5216,"Midwest"
"554",1972,1.9363504692743,"Wisconsin",2.13660648457209,2.21573596186682,NA,61.2720849104029,69.6277461333513,69.39,76.47,NA,68.5697915035097,60.9579160048012,76.44,69.64,NA,4701.81630683479,3715.86752364839,5843.0736,4849.7296,"Midwest"
"555",1973,1.81421115564735,"Wisconsin",1.99068537704412,2.0134800437343,NA,60.9328832431035,69.8998631624574,69.7,76.83,NA,69.6277461333513,61.2720849104029,76.47,69.39,NA,4848.02303161041,3754.26838926762,5847.6609,4814.9721,"Midwest"
"556",1974,1.81723211808063,"Wisconsin",1.9838329643013,1.99581388794497,NA,61.3433211357367,70.3177388621292,69.89,77.27,NA,69.8998631624574,60.9328832431035,76.83,69.7,NA,4885.99087013027,3712.81626031768,5902.8489,4858.09,"Midwest"
"557",1975,1.76677489419672,"Wisconsin",1.92261727558054,1.98834587152402,NA,62.0821570767262,70.7544377107339,70.41,77.73,NA,70.3177388621292,61.3433211357367,77.27,69.89,NA,4944.5843986826,3763.00304796212,5970.6529,4884.6121,"Midwest"
"558",1976,1.71909314799742,"Wisconsin",1.86122411298433,1.95737197282334,NA,63.5113577167975,70.7002075888538,70.91,77.77,NA,70.7544377107339,62.0821570767262,77.73,70.41,NA,5006.19045576212,3854.1942272993,6041.9529,4957.5681,"Midwest"
"559",1977,1.77383752258434,"Wisconsin",1.91531541202913,1.96753429787306,NA,63.6078711051575,71.894999327347,71.3,78.32,NA,70.7002075888538,63.5113577167975,77.77,70.91,NA,4998.51935310703,4033.69255903101,6048.1729,5028.2281,"Midwest"
"560",1978,1.73620235677045,"Wisconsin",1.86530500079727,1.86536322820573,NA,63.8819633769351,71.8285546819106,71.26,78.31,NA,71.894999327347,63.6078711051575,78.32,71.3,NA,5168.89092827922,4045.96126653034,6134.0224,5083.69,"Midwest"
"561",1979,1.81088264628822,"Wisconsin",1.93642689358671,1.92169824755901,NA,64.6202831455897,72.4363823109167,71.8,79,NA,71.8285546819106,63.8819633769351,78.31,71.26,NA,5159.34126769223,4080.90524489208,6132.4561,5077.9876,"Midwest"
"562",1980,1.81951009299967,"Wisconsin",1.93591250493736,1.95930573007043,NA,64.7610637421192,72.8246550202878,71.81,78.82,NA,72.4363823109167,64.6202831455897,79,71.8,NA,5247.02948229328,4175.78099381618,6241,5155.24,"Midwest"
"563",1981,1.79769501706126,"Wisconsin",1.90302553273049,1.96313971062692,NA,64.9562929573568,73.1102856554092,72.07,79.03,NA,72.8246550202878,64.7610637421192,78.82,71.81,NA,5303.43037882394,4193.99537701083,6212.5924,5156.6761,"Midwest"
"564",1982,1.79989707149861,"Wisconsin",1.89671420431014,1.9584393159276,NA,65.8287947305048,73.7006109645006,72.52,79.35,NA,73.1102856554092,64.9562929573568,79.03,72.07,NA,5345.11386861553,4219.31999476196,6245.7409,5194.0849,"Midwest"
"565",1983,1.76139708358264,"Wisconsin",1.84063179747138,1.88368451630287,NA,65.8589268046459,73.8220695250697,72.53,79.47,NA,73.7006109645006,65.8287947305048,79.35,72.52,NA,5431.78005654066,4333.43021567093,6296.4225,5259.1504,"Midwest"
"566",1984,1.7834625788081,"Wisconsin",1.84988266188352,1.8878615302295,NA,65.8927525597092,73.6899059669106,72.7,79.53,NA,73.8220695250697,65.8589268046459,79.47,72.53,NA,5449.69794896422,4337.39823985971,6315.4809,5260.6009,"Midwest"
"567",1985,1.81196088408085,"Wisconsin",1.86404549522405,1.92094911539252,NA,66.1040199643757,74.6741381295903,72.93,79.74,NA,73.6899059669106,65.8927525597092,79.53,72.7,NA,5430.20224141213,4341.85483989506,6325.0209,5285.29,"Midwest"
"568",1986,1.79551573582829,"Wisconsin",1.83400661117577,1.89771635397864,NA,66.2996816542114,74.1824172354305,72.97,79.56,NA,74.6741381295903,66.1040199643757,79.74,72.93,NA,5576.22690539713,4369.74145545058,6358.4676,5318.7849,"Midwest"
"569",1987,1.7732717568788,"Wisconsin",1.79785859402608,1.86471752123483,NA,66.7548540615358,74.6356877047991,73.11,79.81,NA,74.1824172354305,66.2996816542114,79.56,72.97,NA,5503.0310268915,4395.64778744977,6329.7936,5324.6209,"Midwest"
"570",1988,1.78644832869347,"Wisconsin",1.79953833559489,1.85457711941317,NA,66.9127883481613,74.5807746726347,73.2,79.75,NA,74.6356877047991,66.7548540615358,79.81,73.11,NA,5570.4858791683,4456.21054077694,6369.6361,5345.0721,"Midwest"
"571",1989,1.84324686117069,"Wisconsin",1.84383988242795,1.89165337303349,NA,67.0402509707529,74.5021508278827,73.61,79.93,NA,74.5807746726347,66.9127883481613,79.75,73.2,NA,5562.29195077032,4477.32124452583,6360.0625,5358.24,"Midwest"
"572",1990,1.88574195466364,"Wisconsin",1.87120539102267,1.95828936116449,0.88,67.4277449277501,74.6500719711206,73.65,79.98,NA,74.5021508278827,67.0402509707529,79.93,73.61,NA,5550.57047798058,4494.39525022154,6388.8049,5418.4321,"Midwest"
"573",1991,1.87980372541865,"Wisconsin",1.85207938300696,2.00175815894935,0.881,67.1716977580625,75.1705894965345,73.71,80.31,0.88,74.6500719711206,67.4277449277501,79.98,73.65,0.7744,5572.63324529348,4546.50078604173,6396.8004,5424.3225,"Midwest"
"574",1992,1.85522665940751,"Wisconsin",1.81381533899944,2.05870617360904,0.885,68.8053756777654,75.4827917172623,74.42,80.59,0.881,75.1705894965345,67.1716977580625,80.31,73.71,0.776161,5650.61752525651,4512.03697970049,6449.6961,5433.1641,"Midwest"
"575",1993,1.84612130446642,"Wisconsin",1.79557500945489,2.11598580909815,0.889,67.4616704286975,75.2789789754653,73.96,80.19,0.885,75.4827917172623,68.8053756777654,80.59,74.42,0.783225,5697.6518454316,4734.17972215843,6494.7481,5538.3364,"Midwest"
"576",1994,1.81833649587705,"Wisconsin",1.76257294953011,2.09604446274777,0.892,68.2255824754191,74.8739005945706,74.29,80.21,0.889,75.2789789754653,67.4616704286975,80.19,73.96,0.790321,5666.92467558854,4551.07697703019,6430.4361,5470.0816,"Midwest"
"577",1995,1.8089278144842,"Wisconsin",1.74702860886673,2.08051203402703,0.893,68.2910060074134,75.3558619544825,74.36,80.39,0.892,74.8739005945706,68.2255824754191,80.21,74.29,0.795664,5606.10099024564,4654.73010411021,6433.6441,5519.0041,"Midwest"
"578",1996,1.81360272583289,"Wisconsin",1.75202615884098,2.03892508068082,0.896,68.5413142224966,75.3064818614286,74.54,80.41,0.893,75.3558619544825,68.2910060074134,80.39,74.36,0.797449,5678.50593090303,4663.66150150457,6462.5521,5529.4096,"Midwest"
"579",1997,1.81685962351326,"Wisconsin",1.75520733745234,1.99659925341901,0.897,69.3697397794192,76.000927700205,75.03,80.63,0.896,75.3064818614286,68.5413142224966,80.41,74.54,0.802816,5671.06621034567,4697.91175534701,6465.7681,5556.2116,"Midwest"
"580",1998,1.85920641798535,"Wisconsin",1.79287731576244,2.00945328065012,0.901,69.2204095052236,75.2069614733303,75,80.38,0.897,76.000927700205,69.3697397794192,80.63,75.03,0.804609,5776.14101129178,4812.16079706433,6501.1969,5629.5009,"Midwest"
"581",1999,1.89411421326399,"Wisconsin",1.824749260284,2.04055564379552,0.896,69.4880880457976,75.7497670478046,74.99,80.52,0.901,75.2069614733303,69.2204095052236,80.38,75,0.811801,5656.08705405098,4791.46509207085,6460.9444,5625,"Midwest"
"582",2000,1.93553661078833,"Wisconsin",1.86309321598577,2.1163307004919,0.898,69.8514632692886,76.0579283602114,75.3,80.53,0.896,75.7497670478046,69.4880880457976,80.52,74.99,0.802816,5738.02720779666,4828.59438026052,6483.4704,5623.5001,"Midwest"
"583",2001,1.93985962821642,"Wisconsin",1.86684153012736,2.17492301310958,0.9,69.9707935176814,75.6354018599518,75.41,80.65,0.898,76.0579283602114,69.8514632692886,80.53,75.3,0.806404,5784.80846644705,4879.22692086077,6485.0809,5670.09,"Midwest"
"584",2002,1.93355244470375,"Wisconsin",1.8635121765582,2.18550854841117,0.901,70.0613820578114,75.9066820889044,75.51,80.66,0.9,75.6354018599518,69.9707935176814,80.65,75.41,0.81,5720.7140145164,4895.911945494,6504.4225,5686.6681,"Midwest"
"585",2003,1.97881836694396,"Wisconsin",1.90799796337012,2.17419158373948,0.903,70.469582383746,76.4613140208252,75.88,81.06,0.901,75.9066820889044,70.0613820578114,80.66,75.51,0.811801,5761.824385746,4908.59725585062,6506.0356,5701.7601,"Midwest"
"586",2004,1.98247761854463,"Wisconsin",1.91198833946252,2.18048214333969,0.906,71.3732645135331,76.9361841564012,76.35,81.31,0.903,76.4613140208252,70.469582383746,81.06,75.88,0.815409,5846.33254179124,4965.96204133956,6570.7236,5757.7744,"Midwest"
"587",2005,1.944,"Wisconsin",NA,NA,0.908,70.8143873868887,76.4588110704035,76.23,81.14,0.906,76.9361841564012,71.3732645135331,81.31,76.35,0.820836,5919.17643254768,5094.14288731876,6611.3161,5829.3225,"Midwest"
"588",2006,2.006,"Wisconsin",NA,NA,0.912,71.2829413975819,77.0440632605747,76.72,81.4,0.908,76.4588110704035,70.8143873868887,81.14,76.23,0.824464,5845.94979029966,5014.67746098034,6583.6996,5811.0129,"Midwest"
"589",2007,2.014,"Wisconsin",NA,NA,0.913,71.2424532468146,76.9487815762274,76.66,81.56,0.912,77.0440632605747,71.2829413975819,81.4,76.72,0.831744,5935.78768369943,5081.25773429109,6625.96,5885.9584,"Midwest"
"590",2008,1.995,"Wisconsin",NA,NA,0.913,71.3347184096412,77.0155699541724,76.92,81.61,0.913,76.9487815762274,71.2424532468146,81.56,76.66,0.833569,5921.11498606595,5075.48714462457,6652.0336,5876.7556,"Midwest"
"591",2009,1.953,"Wisconsin",NA,NA,0.915,71.9773486460646,78.1842886754447,77.33,82.18,0.913,77.0155699541724,71.3347184096412,81.61,76.92,0.833569,5931.39801536602,5088.6420505828,6660.1921,5916.6864,"Midwest"
"592",2010,1.894,"Wisconsin",NA,NA,0.918,72.1849489709028,77.9497896096907,77.25,81.98,0.915,78.1842886754447,71.9773486460646,82.18,77.33,0.837225,6112.78299568528,5180.73871811713,6753.5524,5979.9289,"Midwest"
"593",2011,1.873,"Wisconsin",NA,NA,0.921,72.099274385798,77.2378546514147,77.27,81.72,0.918,77.9497896096907,72.1849489709028,81.98,77.25,0.842724,6076.16970019505,5210.66685793184,6720.7204,5967.5625,"Midwest"
"594",2012,1.8565,"Wisconsin",NA,NA,0.924,72.7332637046686,77.5043994537059,77.54,81.88,0.921,77.2378546514147,72.099274385798,81.72,77.27,0.848241,5965.68619115307,5198.30536695859,6678.1584,5970.6529,"Midwest"
"595",2013,1.8365,"Wisconsin",NA,NA,0.926,72.0457036057274,77.3600669476471,77.24,81.78,0.924,77.5043994537059,72.7332637046686,81.88,77.54,0.853776,6006.93193467961,5290.12764913287,6704.3344,6012.4516,"Midwest"
"596",2014,1.846,"Wisconsin",NA,NA,0.928,72.534991923737,77.6208596222991,77.48,81.82,0.926,77.3600669476471,72.0457036057274,81.78,77.24,0.857476,5984.57995814444,5190.58340804432,6687.9684,5966.0176,"Midwest"
"597",2015,1.846,"Wisconsin",NA,NA,0.928,72.1383335724163,77.7393211875437,77.22,81.92,0.928,77.6208596222991,72.534991923737,81.82,77.48,0.861184,6024.99784850467,5261.32505337658,6694.5124,6003.1504,"Midwest"
"598",2016,1.8375,"Wisconsin",NA,NA,0.93,71.6220646544106,77.0651119537283,77.13,81.62,0.928,77.7393211875437,72.1383335724163,81.92,77.22,0.861184,6043.40205870008,5203.93917060521,6710.8864,5962.9284,"Midwest"
"599",2017,1.787,"Wisconsin",NA,NA,0.932,71.4347037925751,77.5207779566977,76.91,81.93,0.93,77.0651119537283,71.6220646544106,81.62,77.13,0.8649,5939.03148044067,5129.72014536058,6661.8244,5949.0369,"Midwest"
"600",2018,1.757,"Wisconsin",NA,NA,0.935,71.6129747453078,77.6370202632054,77.09,81.83,0.932,77.5207779566977,71.4347037925751,81.93,76.91,0.868624,6009.47101501163,5102.91690593295,6712.5249,5915.1481,"Midwest"
